,manufacturer,productName,releaseYear,memSize,memBusWidth,gpuClock,memClock,unifiedShader,tmu,rop,pixelShader,vertexShader,igp,bus,memType,gpuChip,G3Dmark,G2Dmark,price,gpuValue,TDP,powerPerformance,testDate,category,picture
538,AMD,Radeon HD 7730M,2012.0,2.0,128.0,575.0,900.0,512.0,32.0,16.0,23.2,7.8,No,PCIe 2.0 x16,DDR3,Chelsea,634.0,218.0,416.582,2.496,25.0,25.37,2015.0,Mobile,https://www.amd.com/content/dam/amd/en/images/products/graphics/2562591-amd-radeon-chip.jpg
539,AMD,Radeon HD 7750,2012.0,1.024,128.0,800.0,1125.0,512.0,32.0,16.0,23.2,7.8,No,PCIe 3.0 x16,GDDR5,Cape Verde,1696.0,398.0,99.99,16.97,55.0,30.85,2012.0,Desktop,https://www.amd.com/content/dam/amd/en/images/products/graphics/2562591-amd-radeon-chip.jpg
540,AMD,Radeon HD 7750M,2012.0,2.0,128.0,575.0,1000.0,512.0,32.0,16.0,24.0,8.0,No,PCIe 2.0 x16,GDDR5,Chelsea,1191.0,693.0,275.33000000000004,7.556,28.0,42.55,2013.0,Mobile,https://www.amd.com/content/dam/amd/en/images/products/graphics/2562591-amd-radeon-chip.jpg
541,AMD,Radeon HD 7850,2012.0,2.0,256.0,860.0,1200.0,1024.0,64.0,32.0,23.2,7.8,No,PCIe 3.0 x16,GDDR5,Pitcairn,3826.0,550.0,169.99,22.51,130.0,29.43,2012.0,Desktop,https://www.amd.com/content/dam/amd/en/images/products/graphics/2562591-amd-radeon-chip.jpg
542,AMD,Radeon HD 7850M,2012.0,2.0,128.0,675.0,1000.0,640.0,40.0,16.0,24.0,8.0,No,PCIe 3.0 x16,GDDR5,Heathrow,1373.0,566.0,107.54,15.788000000000002,40.0,34.32,2012.0,Mobile,https://www.amd.com/content/dam/amd/en/images/products/graphics/2562591-amd-radeon-chip.jpg
543,AMD,Radeon HD 7870 XT,2012.0,2.0,256.0,925.0,1500.0,1536.0,96.0,32.0,23.2,7.8,No,PCIe 3.0 x16,GDDR5,Tahiti,4470.0,661.0,280.808,19.972,185.0,24.16,2013.0,Desktop,https://www.amd.com/content/dam/amd/en/images/products/graphics/2562591-amd-radeon-chip.jpg
544,AMD,Radeon HD 7870M,2012.0,2.0,128.0,800.0,1000.0,640.0,40.0,16.0,24.0,8.0,No,PCIe 3.0 x16,GDDR5,Heathrow,1507.0,556.0,185.938,12.248,45.0,33.5,2012.0,Mobile,https://www.amd.com/content/dam/amd/en/images/products/graphics/2562591-amd-radeon-chip.jpg
545,AMD,Radeon HD 7970M,2012.0,2.0,256.0,850.0,1200.0,1280.0,80.0,32.0,23.2,7.8,No,MXM-B (3.0),GDDR5,Wimbledon,3774.0,541.0,260.904,18.058,75.0,50.32,2012.0,Mobile,https://www.amd.com/content/dam/amd/en/images/products/graphics/2562591-amd-radeon-chip.jpg
546,NVIDIA,Tesla K20Xm,2012.0,6.0,384.0,732.0,1300.0,2688.0,224.0,48.0,23.2,7.8,No,PCIe 3.0 x16,GDDR5,GK110,5428.0,329.0,640.848,10.936,210.0,30.35,2022.0,Unknown,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
547,AMD,FirePro 2270,2011.0,0.512,64.0,600.0,600.0,80.0,8.0,4.0,11.2,4.6,No,PCIe 2.0 x16,GDDR3,Cedar,147.0,195.0,134.0,1.1,17.0,8.67,2012.0,Workstation,https://www.amd.com/content/dam/amd/en/images/products/graphics/2562591-amd-radeon-chip.jpg
548,AMD,FirePro M5950,2011.0,1.024,128.0,725.0,900.0,480.0,24.0,8.0,24.0,8.0,No,MXM-A (3.0),GDDR5,Whistler,1314.0,574.0,275.898,8.636000000000001,37.6,36.312,2011.0,Workstation,https://www.amd.com/content/dam/amd/en/images/products/graphics/2562591-amd-radeon-chip.jpg
549,AMD,FirePro V4900,2011.0,1.024,128.0,800.0,1000.0,480.0,24.0,8.0,23.2,7.8,No,PCIe 2.0 x16,GDDR5,Turks,974.0,318.0,149.99,6.5,75.0,12.99,2012.0,Workstation,https://www.amd.com/content/dam/amd/en/images/products/graphics/2562591-amd-radeon-chip.jpg
550,AMD,FirePro V5900,2011.0,2.0,256.0,600.0,500.0,512.0,32.0,32.0,23.2,7.8,No,PCIe 2.0 x16,GDDR5,Cayman,1271.0,352.0,86.0,14.78,75.0,16.94,2011.0,Workstation,https://www.amd.com/content/dam/amd/en/images/products/graphics/2562591-amd-radeon-chip.jpg
551,AMD,FirePro V7900,2011.0,2.0,256.0,725.0,1250.0,1280.0,80.0,32.0,23.2,7.8,No,PCIe 2.0 x16,GDDR5,Cayman,2310.0,324.0,190.0,12.16,150.0,15.4,2011.0,Workstation,https://www.amd.com/content/dam/amd/en/images/products/graphics/2562591-amd-radeon-chip.jpg
552,NVIDIA,GeForce 315M,2011.0,0.512,64.0,606.0,800.0,16.0,8.0,4.0,6.4,3.0,No,PCIe 2.0 x16,GDDR3,GT218,116.0,52.0,105.916,1.45,14.0,8.31,2011.0,Mobile,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
553,NVIDIA,GeForce 410M,2011.0,0.512,64.0,574.0,800.0,48.0,8.0,4.0,19.2,6.8,No,PCIe 2.0 x16,DDR3,GF119,250.0,129.0,155.6,4.048,12.0,20.8,2011.0,Mobile,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
554,NVIDIA,GeForce 610M,2011.0,1.024,64.0,738.0,900.0,48.0,8.0,4.0,19.2,6.8,No,PCIe 2.0 x16,DDR3,GF119,292.0,103.0,131.57800000000003,4.95,22.4,16.174,2012.0,Unknown,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
555,NVIDIA,GeForce 610M,2011.0,1.024,64.0,672.0,800.0,48.0,8.0,2.0,19.2,6.8,No,PCIe 2.0 x16,DDR3,GF108,292.0,103.0,236.57800000000003,4.53,26.2,15.418000000000005,2012.0,Unknown,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
556,NVIDIA,GeForce 610M,2011.0,1.024,64.0,625.0,900.0,48.0,8.0,8.0,19.2,6.8,No,PCIe 2.0 x16,DDR3,GF117,292.0,103.0,71.19800000000001,5.052,18.6,16.810000000000002,2012.0,Unknown,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
557,NVIDIA,GeForce GT 435M,2011.0,1.024,128.0,590.0,800.0,96.0,16.0,16.0,23.2,7.8,No,PCIe 2.0 x16,DDR3,GF106,521.0,208.0,103.88200000000002,6.292,35.0,14.9,2012.0,Mobile,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
558,NVIDIA,GeForce GT 440,2011.0,1.024,128.0,810.0,900.0,96.0,16.0,4.0,23.2,7.8,No,PCIe 2.0 x16,DDR3,GF108,766.0,238.0,225.0,3.4,65.0,11.78,2010.0,Desktop,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
559,NVIDIA,GeForce GT 520,2011.0,1.024,64.0,810.0,900.0,48.0,8.0,4.0,19.2,6.8,No,PCIe 2.0 x16,DDR3,GF119,297.0,126.0,304.0,0.98,29.0,10.25,2011.0,Desktop,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
560,NVIDIA,GeForce GT 520M,2011.0,1.024,64.0,740.0,800.0,48.0,8.0,4.0,20.8,7.2,No,PCIe 2.0 x16,DDR3,GF119,288.0,74.0,29.95,9.62,12.0,24.01,2012.0,Mobile,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
561,NVIDIA,GeForce GT 520M,2011.0,1.024,64.0,672.0,800.0,48.0,8.0,4.0,18.4,6.6,No,PCIe 2.0 x16,DDR3,GF108,288.0,74.0,29.95,9.62,12.0,24.01,2012.0,Mobile,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
562,NVIDIA,GeForce GT 520MX,2011.0,1.024,64.0,900.0,900.0,48.0,8.0,4.0,19.2,6.8,No,PCIe 2.0 x16,DDR3,GF119,293.0,56.0,196.518,2.8440000000000003,20.0,14.63,2012.0,Mobile,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
563,NVIDIA,GeForce GT 525M,2011.0,1.024,128.0,600.0,900.0,96.0,16.0,4.0,20.8,7.2,No,PCIe 2.0 x16,DDR3,GF108,460.0,95.0,120.58200000000002,4.424,20.0,23.0,2012.0,Mobile,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
564,NVIDIA,GeForce GT 540M,2011.0,1.024,128.0,672.0,900.0,96.0,16.0,4.0,20.8,7.2,No,MXM-A (3.0),DDR3,GF108,493.0,86.0,87.95,5.61,32.0,15.41,2012.0,Mobile,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
565,NVIDIA,GeForce GT 545,2011.0,1.536,192.0,720.0,800.0,144.0,24.0,16.0,23.2,7.8,No,PCIe 2.0 x16,DDR3,GF116,1096.0,342.0,55.59,19.71,65.6,18.734,2012.0,Unknown,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
566,NVIDIA,GeForce GT 550M,2011.0,1.024,128.0,740.0,900.0,96.0,16.0,4.0,23.2,7.8,No,PCIe 2.0 x16,DDR3,GF108,580.0,126.0,112.526,6.194,32.0,18.14,2011.0,Mobile,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
567,NVIDIA,GeForce GT 555M,2011.0,1.536,192.0,590.0,900.0,144.0,24.0,24.0,23.2,7.8,No,PCIe 2.0 x16,DDR3,GF106,688.0,124.0,177.2,3.88,30.0,22.92,2011.0,Mobile,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
568,NVIDIA,GeForce GT 555M,2011.0,1.024,128.0,590.0,900.0,144.0,24.0,16.0,23.2,7.8,No,PCIe 2.0 x16,DDR3,GF106,688.0,124.0,177.2,3.88,30.0,22.92,2011.0,Mobile,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
569,NVIDIA,GeForce GT 555M,2011.0,1.024,128.0,525.0,900.0,144.0,24.0,16.0,23.2,7.8,No,PCIe 2.0 x16,DDR3,GF106,688.0,124.0,177.2,3.88,30.0,22.92,2011.0,Mobile,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
570,NVIDIA,GeForce GT 555M,2011.0,1.024,128.0,753.0,784.0,96.0,16.0,4.0,23.2,7.8,No,PCIe 2.0 x16,GDDR5,GF108,688.0,124.0,177.2,3.88,30.0,22.92,2011.0,Mobile,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
571,NVIDIA,GeForce GTX 460 v2,2011.0,1.024,192.0,779.0,1002.0,336.0,56.0,24.0,23.2,7.8,No,PCIe 2.0 x16,GDDR5,GF114,2005.0,459.0,199.99,10.02,160.0,12.53,2011.0,Desktop,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
572,NVIDIA,GeForce GTX 485M,2011.0,2.0,256.0,575.0,750.0,384.0,64.0,32.0,23.2,7.8,No,MXM-B (3.0),GDDR5,GF104,2360.0,479.0,943.208,14.966,100.0,23.6,2011.0,Mobile,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
573,NVIDIA,GeForce GTX 550 Ti,2011.0,1.024,192.0,900.0,1026.0,192.0,32.0,24.0,23.2,7.8,No,PCIe 2.0 x16,GDDR5,GF116,1557.0,363.0,99.99,15.57,116.0,13.42,2012.0,Desktop,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
574,NVIDIA,GeForce GTX 560,2011.0,1.024,256.0,810.0,1000.0,336.0,56.0,32.0,23.2,7.8,No,PCIe 2.0 x16,GDDR5,GF114,2711.0,418.0,205.0,13.23,150.0,18.08,2012.0,Desktop,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
575,NVIDIA,GeForce GTX 560 Ti,2011.0,1.024,256.0,823.0,1002.0,384.0,64.0,32.0,23.2,7.8,No,PCIe 2.0 x16,GDDR5,GF114,3056.0,416.0,129.99,23.51,170.0,17.98,2012.0,Desktop,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
576,NVIDIA,GeForce GTX 560M,2011.0,1.536,192.0,775.0,625.0,192.0,32.0,24.0,24.0,8.0,No,MXM-B (3.0),GDDR5,GF116,1266.0,243.0,166.126,10.454000000000002,75.0,16.88,2011.0,Mobile,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
577,NVIDIA,GeForce GTX 570M,2011.0,1.536,192.0,575.0,750.0,336.0,56.0,24.0,23.2,7.8,No,MXM-B (3.0),GDDR5,GF114,1910.0,350.0,610.9639999999999,10.882,75.0,25.46,2011.0,Mobile,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
578,NVIDIA,GeForce GTX 580M,2011.0,2.0,256.0,620.0,750.0,384.0,64.0,32.0,23.2,7.8,No,MXM-B (3.0),GDDR5,GF114,2373.0,455.0,248.68,9.54,100.0,23.73,2011.0,Mobile,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
579,NVIDIA,GeForce GTX 590,2011.0,1.536,384.0,608.0,854.0,512.0,64.0,48.0,23.2,7.8,No,PCIe 2.0 x16,GDDR5,GF110,3307.0,470.0,435.0,7.6,365.0,9.06,2011.0,Desktop,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
580,NVIDIA,NVS 300,2011.0,0.512,64.0,520.0,790.0,16.0,8.0,4.0,6.4,3.0,No,PCIe 2.0 x16,DDR3,GT218,114.0,60.0,62.97,1.81,17.5,6.5,2011.0,Workstation,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
581,NVIDIA,NVS 4200M,2011.0,1.024,64.0,810.0,800.0,48.0,8.0,4.0,19.2,6.8,No,MXM,DDR3,GF119,257.0,75.0,399.0,0.64,37.8,7.116000000000001,2012.0,Workstation,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
582,NVIDIA,Quadro 1000M,2011.0,2.0,128.0,700.0,900.0,96.0,16.0,4.0,23.2,7.8,No,MXM-A (3.0),DDR3,GF108,599.0,201.0,54.5,10.99,45.0,13.31,2012.0,Workstation,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
583,NVIDIA,Quadro 2000D,2011.0,1.024,128.0,625.0,650.0,192.0,32.0,16.0,23.2,7.8,No,PCIe 2.0 x16,GDDR5,GF106,989.0,324.0,140.0,7.06,51.4,20.628000000000004,2011.0,Unknown,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
584,NVIDIA,Quadro 2000M,2011.0,2.0,128.0,550.0,900.0,192.0,32.0,16.0,23.2,7.8,No,MXM-A (3.0),DDR3,GF106,773.0,249.0,229.74,3.37,55.0,14.06,2012.0,Workstation,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
585,NVIDIA,Quadro 3000M,2011.0,2.0,256.0,450.0,625.0,240.0,40.0,32.0,23.2,7.8,No,MXM-B (3.0),GDDR5,GF104,1024.0,323.0,69.99,14.63,75.0,13.65,2011.0,Workstation,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
586,NVIDIA,Quadro 400,2011.0,0.512,64.0,450.0,770.0,48.0,16.0,8.0,6.4,3.0,No,PCIe 2.0 x16,DDR3,GT216,146.0,67.0,211.0,0.69,32.0,4.57,2011.0,Workstation,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
587,NVIDIA,Quadro 4000M,2011.0,2.0,256.0,475.0,625.0,336.0,56.0,32.0,23.2,7.8,No,MXM-B (3.0),GDDR5,GF104,1307.0,256.0,232.06,5.63,100.0,13.07,2011.0,Workstation,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
588,NVIDIA,Quadro 5000,2011.0,2.5,320.0,513.0,750.0,352.0,44.0,40.0,24.0,8.0,No,PCIe 2.0 x16,GDDR5,GF100,1982.0,376.0,2368.9,0.84,152.0,13.04,2010.0,Workstation,https://cdn.wccftech.com/wp-content/uploads/2023/09/NVIDIA-MLPerf-Inference-v3.1-Hopper-H100-Grace-Hopper-GH200-L4-GPU-Performance-_W-_2-g-standard-scale-4_00x-Custom.png
